公告,#genre#
CCTV1,http://1b6467f415.iok.la:9931/tsfile/live/1020_1.m3u8$LR•IPV4『线路27』
CCTV1,http://mail.petzhu.top:7000/rtp/239.254.200.45:8008$LR•IPV4『线路28』
CCTV1,http://alvin.ergotron.net:8000/udp/239.77.1.17:5146$LR•IPV4『线路29』
CCTV1,http://218.241.192.50:8808/rtp/239.3.1.129:8008$LR•IPV4『线路30』
CCTV1,http://dms.yryyj.site:8188/udp/239.76.246.151:1234$LR•IPV4『线路31』
CCTV1,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV1HD/index.m3u8?gMac=unknown&livodToken=3f76fa247855b9f1507e08620e857dda1b4424839963e7074fc1ee72310d6023_1720504514_604800&fromCDN=ws$LR•IPV4『线路32』
CCTV1,http://221.5.12.130:2223/hls/23/index.m3u8$LR•IPV4『线路33』
CCTV1,http://171.108.239.79:8181/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路34』
CCTV1,http://110.80.17.38:9901/tsfile/live/0001_1.m3u8?key=txiptv$LR•IPV4『线路35』
CCTV1,http://111.160.17.2:59901/tsfile/live/0001_1.m3u8$LR•IPV4『线路36』
CCTV1,http://58.220.219.14:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路37』
CCTV1,http://115.171.216.195:4000/udp/225.1.8.1:8008$LR•IPV4『线路38』
CCTV1,http://183.3.134.56:9901/tsfile/live/0001_1.m3u8?key=tvbox6_com&playlive=1&authid=0$LR•IPV4『线路39』
CCTV1,http://223.159.8.12:8099/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路40』
CCTV1,http://61.52.158.169:808/hls/1/index.m3u8$LR•IPV4『线路41』
CCTV1,http://171.108.239.98:8181/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路42』
CCTV1,http://gouwu.pthv.gitv.tv:91/live/CCTV1hd-8M/live.m3u8$LR•IPV4『线路43』
CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8$LR•IPV4『线路44』
CCTV1,http://59.62.8.250:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路45』
CCTV1,http://124.165.251.82:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路46』
CCTV1,http://219.159.147.195:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路47』
CCTV1,http://223.151.49.74:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路48』
CCTV1,http://218.89.240.144:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路49』
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路50』
CCTV1,http://112.123.206.32:808/hls/1/index.m3u8$LR•IPV4『线路51』
CCTV1,http://117.27.190.42:9998/tsfile/live/23232_1.m3u8?key=txiptv$LR•IPV4『线路52』
CCTV1,http://171.108.239.99:8181/tsfile/live/1027_1.m3u8?key=txiptv$LR•IPV4『线路53』
CCTV1,http://118.122.2.29:9999/hls/1/index.m3u8$LR•IPV4『线路54』
CCTV1,http://171.116.59.153:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路55』
CCTV1,http://123.163.55.234:9901/tsfile/live/0001_1.m3u8?key=txiptv$LR•IPV4『线路56』
CCTV1,http://1.195.111.251:11190/tsfile/live/0001_1.m3u8$LR•IPV4『线路57』
CCTV1,http://36.248.137.69:60033/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路58』
CCTV1,http://171.108.239.99:8181/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路59』
CCTV1,http://36.40.237.20:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路60』
CCTV1,http://fm1077.serv00.net/Smart.php?id=cctv1$LR•IPV4『线路61』
CCTV2,http://39.164.160.249:9901/tsfile/live/0002_1.m3u8$LR•IPV4『线路1』
CCTV2,http://58.57.40.22:9901/tsfile/live/1001_1.m3u8$LR•IPV4『线路2』
CCTV2,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225923/index.m3u8$LR•IPV4『线路3』
CCTV2,http://www.dsk.cc/php/bfgd.php?id=cctv2&m.m3u8$LR•IPV4『线路4』
CCTV2,http://39.164.160.249:9901/tsfile/live/0002_1.m3u8$LR•IPV4『线路5』
CCTV2,http://58.57.40.22:9901/tsfile/live/1001_1.m3u8$LR•IPV4『线路6』
CCTV2,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225923/index.m3u8$LR•IPV4『线路7』
CCTV2,http://183.94.1.118:8801/tsfile/live/0002_1.m3u8$LR•IPV4『线路8』
CCTV2,http://120.192.226.35:8009/hls/502/index.m3u8$LR•IPV4『线路9』
CCTV2,http://123.182.60.29:9002/hls/2/index.m3u8$LR•IPV4『线路10』
CCTV2,http://112.123.206.32:808/hls/2/index.m3u8$LR•IPV4『线路11』
CCTV2,http://61.138.128.226:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路12』
CCTV2,http://iptv.0564.org:35455/itv/1000000001000023315.m3u8?cdn=ystenlive$LR•IPV4『线路13』
CCTV2,http://mh0.asia:35455/itv/1000000001000023315.m3u8?cdn=ystenlive$LR•IPV4『线路14』
CCTV2,https://api.olelive.com/dis/live/CCTV2HD/hls.m3u8$LR•IPV4『线路15』
CCTV2,http://115.171.216.195:4000/udp/225.1.8.2:8084$LR•IPV4『线路16』
CCTV2,http://www.zzlag.top:9087/tsfile/live/1011_1.m3u8?key=txiptv$LR•IPV4『线路17』
CCTV2,http://58.57.21.166:9901/tsfile/live/0002_1.m3u8?key=txiptv$LR•IPV4『线路18』
CCTV2,http://218.3.138.25:1111/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路19』
CCTV2,http://124.128.73.58:9901/tsfile/live/0002_1.m3u8?key=txiptv$LR•IPV4『线路20』
CCTV2,http://171.108.239.79:8181/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路21』
CCTV2,https://api.olelive.com/dis/live/CCTV2HD/hls.m3u8$LR•IPV4『线路22』
CCTV2,http://111.14.181.15:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路23』
CCTV2,http://218.241.192.50:8808/rtp/239.3.1.60:8084$LR•IPV4『线路24』
CCTV2,http://webmail.axxe.top:4022/rtp/239.3.1.60:8084$LR•IPV4『线路25』
CCTV2,http://120.234.5.29:6000/udp/239.20.0.197:2192$LR•IPV4『线路26』
CCTV2,http://1b6467f415.iok.la:9931/tsfile/live/1021_1.m3u8$LR•IPV4『线路27』
CCTV2,http://mail.petzhu.top:7000/rtp/239.254.200.158:6000$LR•IPV4『线路28』
CCTV2,http://alvin.ergotron.net:8000/udp/239.77.1.158:5146$LR•IPV4『线路29』
CCTV2,http://110.80.17.38:9901/tsfile/live/0002_1.m3u8?key=txiptv$LR•IPV4『线路30』
CCTV2,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV2HD/index.m3u8?gMac=unknown&livodToken=3c65cf8c046f4fa02293a900a4fb002a1581aa92702ef56b1b4b66d7c9d5dcd3_1720507803_604800&fromCDN=ws$LR•IPV4『线路31』
CCTV2,http://27.10.72.127:8001/udp/225.0.4.132:7980$LR•IPV4『线路32』
CCTV2,http://gouwu.pthvcdn.gitv.tv:91/live/CCTV2hd-8M/live.m3u8$LR•IPV4『线路33』
CCTV2,http://dms.yryyj.site:8188/udp/239.76.246.152:1234$LR•IPV4『线路34』
CCTV2,http://223.159.8.12:8099/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路35』
CCTV2,http://171.108.239.99:8181/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路36』
CCTV2,http://111.160.17.2:59901/tsfile/live/0002_1.m3u8$LR•IPV4『线路37』
CCTV2,http://58.220.219.14:9901/tsfile/live/0002_1.m3u8$LR•IPV4『线路38』
CCTV2,http://112.123.155.153:9901/tsfile/live/0002_1.m3u8$LR•IPV4『线路39』
CCTV2,http://171.116.59.153:9999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路40』
CCTV2,http://gouwu.pthv.gitv.tv:91/live/CCTV2hd-8M/live.m3u8$LR•IPV4『线路41』
CCTV2,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv2hd/1500/index.m3u8?&encrypt=$LR•IPV4『线路42』
CCTV2,http://223.112.219.174:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路43』
CCTV2,http://124.128.73.58:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路44』
CCTV2,http://223.151.49.74:59901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路45』
CCTV2,http://219.159.147.195:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路46』
CCTV2,http://222.241.154.37:9901/tsfile/live/23002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路47』
CCTV2,http://124.165.251.82:9999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路48』
CCTV2,http://218.89.240.144:59901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路49』
CCTV2,http://59.62.8.250:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路50』
CCTV2,http://114.252.229.26:9876/rtp/239.3.1.60:8084$LR•IPV4『线路51』
CCTV2,http://117.27.190.42:9998/tsfile/live/23233_1.m3u8?key=txiptv$LR•IPV4『线路52』
CCTV2,http://219.159.147.195:9901/tsfile/live/1019_1.m3u8?key=txiptv$LR•IPV4『线路53』
CCTV2,http://123.163.55.234:9901/tsfile/live/0002_1.m3u8?key=txiptv$LR•IPV4『线路54』
CCTV2,http://171.108.239.99:8181/tsfile/live/1028_1.m3u8?key=txiptv$LR•IPV4『线路55』
CCTV2,http://222.240.82.92:9901/tsfile/live/0002_1.m3u8$LR•IPV4『线路56』
CCTV2,http://112.123.206.32:808/hls/2/index.m3u8$LR•IPV4『线路57』
CCTV2,http://118.122.2.29:9999/hls/2/index.m3u8$LR•IPV4『线路58』
CCTV2,http://1.195.111.251:11190/tsfile/live/0002_1.m3u8$LR•IPV4『线路59』
CCTV2,http://123.138.216.44:9902/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路60』
CCTV2,http://222.241.154.37:9901/tsfile/live/23002_1.m3u8?key=txiptv$LR•IPV4『线路61』
CCTV2,http://119.62.36.174:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路62』
CCTV2,http://171.108.239.98:8181/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路63』
CCTV2,http://fm1077.serv00.net/Smart.php?id=cctv2$LR•IPV4『线路64』
CCTV3,http://120.76.248.139/live/bfgd/4200000062.m3u8$LR•IPV4『线路1』
CCTV3,http://iptv.huuc.edu.cn/hls/cctv3hd.m3u8$LR•IPV4『线路2』
CCTV3,http://58.17.48.228:808/hls/3/index.m3u8$LR•IPV4『线路3』
CCTV3,http://gmxw.7766.org:808/hls/91/index.m3u8$LR•IPV4『线路4』
CCTV3,http://www.dsk.cc/php/bfgd.php?id=cctv3&m.m3u8$LR•IPV4『线路5』
CCTV3,http://120.76.248.139/live/bfgd/4200000062.m3u8$LR•IPV4『线路6』
CCTV3,http://iptv.huuc.edu.cn/hls/cctv3hd.m3u8$LR•IPV4『线路7』
CCTV3,http://58.17.48.228:808/hls/3/index.m3u8$LR•IPV4『线路8』
CCTV3,http://gmxw.7766.org:808/hls/91/index.m3u8$LR•IPV4『线路9』
CCTV3,http://183.94.1.118:8801/tsfile/live/0003_1.m3u8$LR•IPV4『线路10』
CCTV3,http://120.192.226.35:8009/hls/3/index.m3u8$LR•IPV4『线路11』
CCTV3,http://123.182.60.29:9002/hls/3/index.m3u8$LR•IPV4『线路12』
CCTV3,http://58.17.48.228:808/hls/3/index.m3u8$LR•IPV4『线路13』
CCTV3,http://61.138.128.226:19901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路14』
CCTV3,http://iptv.0564.org:35455/itv/1000000005000265003.m3u8?cdn=ystenlive$LR•IPV4『线路15』
CCTV3,http://mh0.asia:35455/itv/1000000005000265003.m3u8?cdn=ystenlive$LR•IPV4『线路16』
CCTV3,https://api.olelive.com/dis/live/CCTV3HD/hls.m3u8$LR•IPV4『线路17』
CCTV3,http://116.77.32.59:8277/streams/d/cctv3/playlist.m3u8$LR•IPV4『线路18』
CCTV3,https://api.olelive.com/dis/live/CCTV3HD/hls.m3u8$LR•IPV4『线路19』
CCTV3,http://171.8.247.154:808/hls/3/index.m3u8$LR•IPV4『线路20』
CCTV3,http://171.108.239.98:8181/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路21』
CCTV3,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV3_HD/index.m3u8?gMac=unknown&livodToken=5c5d27dfa6b308e64237c7af856d43276f42c5fa0da49c14c8f267c3f853f277_1720507841_604800&fromCDN=ws$LR•IPV4『线路22』
CCTV3,http://58.57.21.166:9901/tsfile/live/0003_1.m3u8?key=txiptv$LR•IPV4『线路23』
CCTV3,http://58.17.48.228:808/hls/3/index.m3u8$LR•IPV4『线路24』
CCTV3,http://111.14.181.15:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路25』
CCTV3,http://58.57.21.166:9901/tsfile/live/0003_1.m3u8$LR•IPV4『线路26』
CCTV3,http://218.241.192.50:8808/rtp/239.3.1.172:8001$LR•IPV4『线路27』
CCTV3,http://webmail.axxe.top:4022/rtp/239.3.1.172:8001$LR•IPV4『线路28』
CCTV3,http://120.234.5.29:6000/udp/239.20.0.28:3292$LR•IPV4『线路29』
CCTV3,http://1b6467f415.iok.la:9931/tsfile/live/1022_1.m3u8$LR•IPV4『线路30』
CCTV3,http://mail.petzhu.top:7000/rtp/239.254.200.159:6000$LR•IPV4『线路31』
CCTV3,http://alvin.ergotron.net:8000/udp/239.77.0.169:5146$LR•IPV4『线路32』
CCTV3,http://171.108.239.80:8181/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路33』
CCTV3,http://218.3.138.25:1111/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路34』
CCTV3,http://223.159.8.12:8099/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路35』
CCTV3,http://61.52.158.169:808/hls/3/index.m3u8$LR•IPV4『线路36』
CCTV3,http://171.108.239.79:8181/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路37』
CCTV3,http://59.62.8.250:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路38』
CCTV3,http://111.160.17.2:59901/tsfile/live/0003_1.m3u8$LR•IPV4『线路39』
CCTV3,http://115.171.216.195:4000/udp/225.1.8.88:8000$LR•IPV4『线路40』
CCTV3,http://dms.yryyj.site:8188/udp/239.76.246.153:1234$LR•IPV4『线路41』
CCTV3,http://gouwu.pthv.gitv.tv:91/live/CCTV3hd-8M/live.m3u8$LR•IPV4『线路42』
CCTV3,http://171.116.59.153:9999/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路43』
CCTV3,http://119.62.36.174:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路44』
CCTV3,http://118.122.2.29:9999/hls/3/index.m3u8$LR•IPV4『线路45』
CCTV3,http://218.89.240.144:59901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路46』
CCTV3,http://223.151.49.74:59901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路47』
CCTV3,http://36.248.137.69:60033/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路48』
CCTV3,http://222.241.154.37:9901/tsfile/live/23003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路49』
CCTV3,http://219.159.147.195:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路50』
CCTV3,http://117.27.190.42:9998/tsfile/live/23234_1.m3u8?key=txiptv$LR•IPV4『线路51』
CCTV3,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV3_HD/index.m3u8?gMac=unknown&livodToken=f62fb091a195ebe647b1222ede2e69841a9077e00d7164564988bff3361446f2_1720504551_604800&fromCDN=ws$LR•IPV4『线路52』
CCTV3,http://171.108.239.99:8181/tsfile/live/1029_1.m3u8?key=txiptv$LR•IPV4『线路53』
CCTV3,http://219.159.147.195:9901/tsfile/live/1004_1.m3u8?key=txiptv$LR•IPV4『线路54』
CCTV3,http://222.241.154.37:9901/tsfile/live/23003_1.m3u8?key=txiptv$LR•IPV4『线路55』
CCTV3,http://117.27.190.42:9998/tsfile/live/23234_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路56』
CCTV3,http://123.163.55.234:9901/tsfile/live/0003_1.m3u8?key=txiptv$LR•IPV4『线路57』
CCTV3,http://220.164.192.48:50085/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路58』
CCTV3,http://1.195.111.251:11190/tsfile/live/0003_1.m3u8$LR•IPV4『线路59』
CCTV3,http://221.5.12.130:2223/hls/24/index.m3u8$LR•IPV4『线路60』
CCTV3,http://124.165.251.82:9999/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路61』
CCTV3,http://gmxw.7766.org:808/hls/91/index.m3u8$LR•IPV4『线路62』
CCTV3,http://fm1077.serv00.net/Smart.php?id=cctv3$LR•IPV4『线路63』
CCTV4,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225802/index.m3u8$LR•IPV4『线路1』
CCTV4,http://124.116.183.146:9901/tsfile/live/0004_1.m3u8$LR•IPV4『线路2』
CCTV4,http://113.57.93.165:9900/tsfile/live/0004_1.m3u8$LR•IPV4『线路3』
CCTV4,http://nas.hssvm.com:8888/udp/225.1.1.150:5002$LR•IPV4『线路4』
CCTV4,http://www.dsk.cc/php/bfgd.php?id=cctv4&m.m3u8$LR•IPV4『线路5』
CCTV4,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225802/index.m3u8$LR•IPV4『线路6』
CCTV4,http://124.116.183.146:9901/tsfile/live/0004_1.m3u8$LR•IPV4『线路7』
CCTV4,http://113.57.93.165:9900/tsfile/live/0004_1.m3u8$LR•IPV4『线路8』
CCTV4,http://nas.hssvm.com:8888/udp/225.1.1.150:5002$LR•IPV4『线路9』
CCTV4,http://183.94.1.118:8801/tsfile/live/0004_1.m3u8$LR•IPV4『线路10』
CCTV4,http://120.192.226.35:8009/hls/4/index.m3u8$LR•IPV4『线路11』
CCTV4,http://123.182.60.29:9002/hls/4/index.m3u8$LR•IPV4『线路12』
CCTV4,http://61.138.128.226:19901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路13』
CCTV4,http://iptv.0564.org:35455/itv/1000000005000265004.m3u8?cdn=ystenlive$LR•IPV4『线路14』
CCTV4,http://mh0.asia:35455/itv/1000000005000265004.m3u8?cdn=ystenlive$LR•IPV4『线路15』
CCTV4,http://3501776.xyz:35455/itv/1000000005000265004.m3u8?cdn=ystenlive$LR•IPV4『线路16』
CCTV4,https://api.olelive.com/dis/live/CCTV4HD/hls.m3u8$LR•IPV4『线路17』
CCTV4,http://60.29.124.66:6080/hls/15/index.m3u8$LR•IPV4『线路18』
CCTV4,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV4HD/index.m3u8?gMac=unknown&livodToken=a2076a91d4ab3e3a8d96df561854b17563ddc027aec6e893eac3be4e11830fb7_1720507863_604800&fromCDN=ws$LR•IPV4『线路19』
CCTV4,http://115.171.216.195:4000/udp/225.1.8.4:8092$LR•IPV4『线路20』
CCTV4,http://www.zzlag.top:9087/tsfile/live/1013_1.m3u8?key=txiptv$LR•IPV4『线路21』
CCTV4,http://171.108.239.98:8181/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路22』
CCTV4,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV4HD/index.m3u8?gMac=unknown&livodToken=d26bda0b501044353fe102fbe85cb45a6dfdaca26f4a7522f2b693761325ad82_1720504557_604800&fromCDN=ws$LR•IPV4『线路23』
CCTV4,http://58.57.21.166:9901/tsfile/live/0004_1.m3u8?key=txiptv$LR•IPV4『线路24』
CCTV4,http://14.29.76.30:9901/tsfile/live/1010_1.m3u8?key=txiptv$LR•IPV4『线路25』
CCTV4,http://124.128.73.58:9901/tsfile/live/0004_1.m3u8?key=txiptv$LR•IPV4『线路26』
CCTV4,http://111.14.181.15:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路27』
CCTV4,http://120.234.5.29:6000/udp/239.20.0.16:3340$LR•IPV4『线路28』
CCTV4,http://1b6467f415.iok.la:9931/tsfile/live/1023_1.m3u8$LR•IPV4『线路29』
CCTV4,http://mail.petzhu.top:7000/rtp/239.254.200.190:6307$LR•IPV4『线路30』
CCTV4,http://alvin.ergotron.net:8000/udp/239.77.1.163:5146$LR•IPV4『线路31』
CCTV4,http://218.241.192.50:8808/rtp/239.3.1.105:8092$LR•IPV4『线路32』
CCTV4,http://gouwu.pthvcdn.gitv.tv:91/live/CCTV4hd-8M/live.m3u8$LR•IPV4『线路33』
CCTV4,http://123.112.208.22:4022/rtp/239.3.1.105:8092$LR•IPV4『线路34』
CCTV4,http://dms.yryyj.site:8188/udp/239.76.246.154:1234$LR•IPV4『线路35』
CCTV4,http://171.108.239.99:8181/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路36』
CCTV4,http://dms.yryyj.site:8188/udp/239.76.245.195:1234$LR•IPV4『线路37』
CCTV4,http://58.51.111.46:1111/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路38』
CCTV4,http://124.228.160.197:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路39』
CCTV4,http://171.108.239.80:8181/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路40』
CCTV4,http://110.80.17.38:9901/tsfile/live/0004_1.m3u8?key=txiptv$LR•IPV4『线路41』
CCTV4,http://59.62.8.250:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路42』
CCTV4,http://171.108.239.79:8181/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路43』
CCTV4,http://223.159.8.12:8099/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路44』
CCTV4,http://111.160.17.2:59901/tsfile/live/1000_1.m3u8$LR•IPV4『线路45』
CCTV4,http://61.136.67.238:50085/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路46』
CCTV4,http://221.5.12.130:2223/hls/74/index.m3u8$LR•IPV4『线路47』
CCTV4,http://gouwu.pthv.gitv.tv:91/live/CCTV4hd-8M/live.m3u8$LR•IPV4『线路48』
CCTV4,http://118.122.2.29:9999/hls/4/index.m3u8$LR•IPV4『线路49』
CCTV4,http://219.159.147.195:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路50』
CCTV4,http://59.62.8.250:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路51』
